 09/05-11:20	2343.600	2344.800	2343.400	2344.400	           3383	    125.000	   2339.125	   2338.413	   2340.085	   2343.105	           	      0.325	      0.100	     -0.075	      0.000	
 09/05-11:21	2344.200	2344.200	2343.400	2344.200	           2168	    126.000	   2339.408	   2338.496	   2340.056	   2343.095	           	      0.283	      0.083	     -0.063	      0.000	
 09/05-11:22	2343.800	2345.200	2343.800	2345.200	           2906	    127.000	   2339.733	   2338.617	   2340.038	   2343.085	           	      0.325	      0.121	     -0.048	      0.000	
 09/05-11:23	2345.000	2345.000	2343.600	2344.200	           2086	    128.000	   2339.983	   2338.721	   2340.029	   2343.073	           	      0.250	      0.104	     -0.027	      0.000	
 09/05-11:24	2344.000	2344.400	2343.200	2343.600	           1614	    129.000	   2340.200	   2338.804	   2340.012	   2343.062	           	      0.217	      0.083	     -0.025	      0.000	
 09/05-11:25	2343.600	2343.800	2342.600	2342.800	           2317	    130.000	   2340.342	   2338.892	   2339.992	   2343.047	           	      0.142	      0.087	     -0.037	      0.000	
 09/05-11:26	2343.200	2343.200	2341.800	2342.200	           2095	    131.000	   2340.467	   2338.975	   2339.965	   2343.030	           	      0.125	      0.083	     -0.048	      0.000	
 09/05-11:27	2342.400	2342.400	2341.200	2342.000	           2105	    132.000	   2340.600	   2339.063	   2339.933	   2343.011	           	      0.134	      0.087	     -0.058	      0.000	
 09/05-11:28	2341.800	2342.800	2341.400	2341.800	           1464	    133.000	   2340.725	   2339.125	   2339.896	   2342.994	           	      0.125	      0.063	     -0.069	      0.000	
 09/05-11:29	2341.800	2342.600	2341.000	2342.400	           1837	    134.000	   2340.875	   2339.188	   2339.871	   2342.973	           	      0.150	      0.063	     -0.063	      0.000	
 09/05-11:30	2342.400	2342.400	2340.800	2341.600	           1813	    135.000	   2340.983	   2339.233	   2339.837	   2342.946	           	      0.108	      0.046	     -0.058	      0.000	
 09/05-13:01	2341.600	2342.000	2338.200	2338.200	           4016	    136.000	   2341.008	   2339.204	   2339.777	   2342.903	           	      0.025	     -0.029	     -0.094	      0.000	
 09/05-13:02	2338.000	2339.200	2338.000	2338.600	           2340	    137.000	   2341.000	   2339.196	   2339.727	   2342.862	           	     -0.008	     -0.008	     -0.110	      0.000	
 09/05-13:03	2338.800	2339.200	2338.000	2338.200	           1419	    138.000	   2341.042	   2339.192	   2339.673	   2342.820	           	      0.042	     -0.004	     -0.104	      0.000	
 09/05-13:04	2338.000	2338.800	2338.000	2338.600	           1455	    139.000	   2341.067	   2339.183	   2339.615	   2342.784	           	      0.025	     -0.008	     -0.113	      0.000	
 09/05-13:05	2338.400	2338.800	2336.800	2336.800	           2409	    140.000	   2341.075	   2339.146	   2339.540	   2342.746	           	      0.008	     -0.038	     -0.133	      0.000	
 09/05-13:06	2336.800	2338.000	2336.800	2337.600	           1713	    141.000	   2341.083	   2339.113	   2339.469	   2342.709	           	      0.008	     -0.033	     -0.146	      0.000	
 09/05-13:07	2337.400	2337.800	2336.400	2337.200	           1670	    142.000	   2341.058	   2339.063	   2339.400	   2342.671	           	     -0.025	     -0.050	     -0.140	      0.000	
 09/05-13:08	2337.200	2338.000	2337.200	2337.200	           1473	    143.000	   2341.033	   2339.004	   2339.354	   2342.631	           	     -0.025	     -0.058	     -0.115	      0.000	
 09/05-13:09	2337.000	2337.600	2336.400	2337.400	           1811	    144.000	   2341.000	   2338.954	   2339.310	   2342.594	           	     -0.033	     -0.050	     -0.090	      0.000	
 09/05-13:10	2337.400	2337.800	2337.000	2337.000	           1452	    145.000	   2340.933	   2338.917	   2339.269	   2342.554	           	     -0.067	     -0.037	     -0.085	      0.000	
 09/05-13:11	2337.200	2337.600	2336.400	2336.800	           1166	    146.000	   2340.792	   2338.896	   2339.221	   2342.512	           	     -0.142	     -0.021	     -0.089	      0.000	
 09/05-13:12	2336.600	2337.000	2335.400	2336.200	           3082	    147.000	   2340.608	   2338.871	   2339.177	   2342.473	           	     -0.183	     -0.025	     -0.092	      0.000	
